vector,word,Maxpos,wordCount,percent_of_total
17,able,ADJ,2,14.285714285714285
17,accountabilitybuddy,NOUN,1,7.142857142857142
17,base,VERB,1,7.142857142857142
17,common,ADJ,1,7.142857142857142
17,find,VERB,1,7.142857142857142
17,goal,NOUN,1,7.142857142857142
17,people,NOUN,1,7.142857142857142
17,place,NOUN,1,7.142857142857142
17,platform,NOUN,1,7.142857142857142
17,preference,NOUN,1,7.142857142857142
17,productivity,NOUN,1,7.142857142857142
17,share,VERB,1,7.142857142857142
17,work,NOUN,1,7.142857142857142
18,checklist,NOUN,1,9.090909090909092
18,complete,VERB,1,9.090909090909092
18,create,VERB,1,9.090909090909092
18,fun,NOUN,1,9.090909090909092
18,interactive,ADJ,1,9.090909090909092
18,list,NOUN,1,9.090909090909092
18,motivate,VERB,1,9.090909090909092
18,people,NOUN,1,9.090909090909092
18,task,NOUN,1,9.090909090909092
18,todo,ADJ,1,9.090909090909092
18,way,NOUN,1,9.090909090909092
19,exam,NOUN,1,16.666666666666664
19,measure,NOUN,1,16.666666666666664
19,online,ADJ,1,16.666666666666664
19,pulse,NOUN,1,16.666666666666664
19,regulate,VERB,1,16.666666666666664
19,tui,NOUN,1,16.666666666666664
20,move,NOUN,1,16.666666666666664
20,people,NOUN,1,16.666666666666664
20,portable,ADJ,1,16.666666666666664
20,printer,NOUN,1,16.666666666666664
20,read,VERB,1,16.666666666666664
20,screen,NOUN,1,16.666666666666664
21,awake,ADJ,1,12.5
21,deadline,NOUN,1,12.5
21,pen,NOUN,1,12.5
21,pulse,NOUN,1,12.5
21,reminder,NOUN,1,12.5
21,send,VERB,1,12.5
21,sensory,ADJ,1,12.5
21,stay,VERB,1,12.5
22,adjustment,NOUN,1,11.11111111111111
22,ambiance,NOUN,1,11.11111111111111
22,color,NOUN,1,11.11111111111111
22,different,ADJ,1,11.11111111111111
22,environmental,ADJ,1,11.11111111111111
22,light,NOUN,1,11.11111111111111
22,lightdarkness,ADJ,1,11.11111111111111
22,reader,NOUN,1,11.11111111111111
22,shine,VERB,1,11.11111111111111
23,adjust,VERB,1,25.0
23,darklight,ADJ,1,25.0
23,mode,NOUN,1,25.0
23,whiteboard,NOUN,1,25.0
24,approachable,ADJ,1,14.285714285714285
24,list,NOUN,1,14.285714285714285
24,look,VERB,1,14.285714285714285
24,make,VERB,1,14.285714285714285
24,overwhelming,ADJ,1,14.285714285714285
24,task,NOUN,1,14.285714285714285
24,tui,NOUN,1,14.285714285714285
26,design,NOUN,1,9.090909090909092
26,guide,VERB,1,9.090909090909092
26,lamp,NOUN,1,9.090909090909092
26,light,NOUN,1,9.090909090909092
26,meditation,NOUN,1,9.090909090909092
26,natural,ADJ,1,9.090909090909092
26,people,NOUN,1,9.090909090909092
26,prepare,VERB,1,9.090909090909092
26,sleep,NOUN,1,9.090909090909092
26,sound,NOUN,1,9.090909090909092
26,therapy,NOUN,1,9.090909090909092
27,brainstorming,NOUN,1,9.090909090909092
27,collaborative,ADJ,1,9.090909090909092
27,enable,VERB,1,9.090909090909092
27,facial,ADJ,1,9.090909090909092
27,gesture,NOUN,1,9.090909090909092
27,interactive,ADJ,1,9.090909090909092
27,multitouch,ADJ,1,9.090909090909092
27,recognition,NOUN,1,9.090909090909092
27,session,NOUN,1,9.090909090909092
27,wallmounted,ADJ,1,9.090909090909092
27,whiteboard,NOUN,1,9.090909090909092
28,ability,NOUN,1,3.571428571428571
28,allow,VERB,2,7.142857142857142
28,detect,VERB,1,3.571428571428571
28,different,ADJ,1,3.571428571428571
28,digital,ADJ,1,3.571428571428571
28,draw,VERB,2,7.142857142857142
28,have,VERB,1,3.571428571428571
28,include,VERB,1,3.571428571428571
28,metal,NOUN,1,3.571428571428571
28,other,ADJ,1,3.571428571428571
28,paper,NOUN,1,3.571428571428571
28,pen,NOUN,2,7.142857142857142
28,plastic,NOUN,1,3.571428571428571
28,recognize,VERB,1,3.571428571428571
28,surface,NOUN,4,14.285714285714285
28,type,NOUN,1,3.571428571428571
28,use,VERB,1,3.571428571428571
28,user,NOUN,2,7.142857142857142
28,wood,NOUN,1,3.571428571428571
28,write,VERB,2,7.142857142857142
29,calm,VERB,1,10.0
29,help,VERB,1,10.0
29,machine,NOUN,1,10.0
29,play,VERB,1,10.0
29,rain,NOUN,1,10.0
29,relax,VERB,1,10.0
29,sound,NOUN,2,20.0
29,wave,NOUN,1,10.0
29,wind,NOUN,1,10.0
30,allow,VERB,1,7.6923076923076925
30,display,NOUN,1,7.6923076923076925
30,interactive,ADJ,1,7.6923076923076925
30,leave,VERB,1,7.6923076923076925
30,location,NOUN,1,7.6923076923076925
30,public,ADJ,1,7.6923076923076925
30,review,NOUN,1,7.6923076923076925
30,space,NOUN,1,7.6923076923076925
30,tablet,NOUN,1,7.6923076923076925
30,unit,NOUN,1,7.6923076923076925
30,user,NOUN,1,7.6923076923076925
30,wallmounted,ADJ,1,7.6923076923076925
30,work,NOUN,1,7.6923076923076925
32,allow,VERB,1,7.6923076923076925
32,area,NOUN,1,7.6923076923076925
32,display,NOUN,1,7.6923076923076925
32,interactive,ADJ,1,7.6923076923076925
32,local,ADJ,1,7.6923076923076925
32,map,NOUN,1,7.6923076923076925
32,physical,ADJ,1,7.6923076923076925
32,pin,NOUN,1,7.6923076923076925
32,prefer,VERB,1,7.6923076923076925
32,public,ADJ,1,7.6923076923076925
32,spot,NOUN,1,7.6923076923076925
32,user,NOUN,1,7.6923076923076925
32,work,VERB,1,7.6923076923076925
33,allow,VERB,1,5.263157894736842
33,check,VERB,1,5.263157894736842
33,come,VERB,1,5.263157894736842
33,display,NOUN,1,5.263157894736842
33,interactive,ADJ,2,10.526315789473683
